,page_id,region_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_x3,bbox_y3,bbox_x4,bbox_y4,region_text,wayang_type,article_genre,event_city
1136,UM-1959-11-19-4,490212,922.0,2500.0,2445.0,2500.0,2445.0,3694.0,922.0,3694.0,"وايڠ ݢمبر فجابة فنرائمن ”ميفݢو بهاس دولون بوله دکناکن سلالو کبڠسأن،? فاتوة چوݢ ملاوة کمفوڠ کامي.  کمفوڠ بمبن. ممباو، کݢري 3توجوکن کفد سمبيلن تتافي سجق ستاهون کبلاکڠن اين مريک تله اورڠ٢يڠ بوکن ملايو مڠهنتيکن کو نجوڤن مريك  کماري  منورة بريتا٢ اخبار، ديوان موݢ٢ دڠن توليسن يڠ  بهاس دان فوستاک کيني سدڠ فنديق ملالوءي روائمن اين سببوق ميواة فرسديأن کران دهارف اکن مندافة فرهاتين ""ميڠݢو بهاس کبڠسأن، يڠ دري يڠ برکنأن. - ڤلاوق کن دمولاکن فد 30 جنواري مودا بمين، نݢري سميݢلڽ.  دفن اين. تيدقله راسان اد يڠ به مڠکمبيراکن ساي درفد ننتيکن تيباڽ ”ميڠکو بهاس دافة بنتوان ݢوتري",film,op_ed,
1137,UM-1959-11-19-4,490214,1057.0,2043.0,1609.0,2043.0,1609.0,2487.0,1057.0,2487.0, مفاف وايڠ ݢمبر فجابة فنراڠن تأ داتڠ لاݢي,film,other,
1138,UM-1959-11-19-8,490427,3945.0,710.0,4642.0,710.0,4642.0,3294.0,3945.0,3294.0,"سبڠافڤورا 18 نوبمبر - روڤيه بي بنت محمد طاهر سئورڠ استري کفد سئورڠ نق بڠ ماسيه کچيل لاݢي نله متائيس ترابسق٢ددالم محکمه شرعبه هاري ابن اڤبيل مندݢر دبربن هندڽ دمجرابکن اوله سوامين دڤن طلاق تيݢ. روقبه تله ددعوا اوݢه سواميڽ نبنالعا بدين بن محمد قاسبم. کران کلوار دري رومه ڤرݢي کرومه اببو بفاڽ فد 19 سفتمبر بڠ لالو دئن تيدق بذلن سوامي. دي تله چوݢ دتوده منچابر سواميڽ سفاي منچرايکن دي ددڤن ڤاضي کالو تيدڤ شيڠ عنمان. دچرايکن سواميڽاداله سئورڠ ””دابوس“. فلاکي روقيه سمبيل مناڠيس ترايسق٢ تله ممبنته تيندقئن سواميڽ هندقمنچرايکنڽ دئمن طلاق تيݢ. دي برکات ""ساي ائمݢن منريما چراي کران ساي تيدق برسياله،. زين العا بدين دالم فڠادوا نڽ تله مننتوة استريڽ سفاي مننداتائني سورة چراي. دي منوده استريڽ کلوار رومه ستله برلاکو فرتنتاڤن کران دي اڠمݢن ممباوا استريڽ منونتون وايڠ فد مالم البت. کات زين العا بدين لاݢي """"ساي تاهو دي لاري کرومه ايبو يفاڽ دان فد کأبسوقکن",other_or_undetermined,other,
1139,UM-1959-11-20-5,490642,1852.0,1635.0,2551.0,1635.0,2551.0,2650.0,1852.0,2650.0,امنو منتا وألبڠ فچاية درڠو بسڠن رائي کوليم 19 نو بمبر - يدان فنراڠن امنو چواڠمن ننوق سيرام لو بوق بولتر سرم نله مرا بو فجا بة فرهو بڠن ري قدح سفاي وا يڠکمبرن التوق مڠننن دتا يڠکن کفد فندودق٢ کمفوڠ ترسبوق. جروچاکف بدان ترسبوة منرڤمکن بهوا فندودق٢ دسيني بلوم فرنه لاݢي مڽقسيکن تا يڠن وايڠݢمبر فجابة فرسو بڠن راي,film,live_event,
1140,UM-1959-11-20-8,490793,3932.0,3384.0,4631.0,3384.0,4631.0,4654.0,3932.0,4654.0,چربتا نلوق 1نسيڽ سکوله کبڠسأن فرمفوان بندر تلوق انسين اکن مڠادکن رتنجوقئن دان جوالن بارڠ٢ کراجينن تائن فد هاري سبت 28 نو بمبر دسکولهڽ. چيئݢو رحيمه مڽرو ايبو باف سفاي ممبريکن سومياڤن مات بندا انتوقمنجياکن فرتنچوقئن ايت. کريتا جباتن حال احوال اݢام فيرق اکن داتڠ کچندروڠ بالي فد مالم 28 نو بمبر دفن انتوق مننجوقکن وايڠکمبرڽ. تايڠن اين اکن دادکن دڤکن ساري کمفوڠ ترسبوة.,film,live_event,Teluk Ensik
1141,UM-1959-11-21-5,491071,4176.0,7786.0,4874.0,7786.0,4874.0,8458.0,4176.0,8458.0,ددالم اچارا اخر دوا هاري فرتنجو فئن ترسبوة، ترماسوق تايڠن وايڠ ݢمر فد مالم 5 دسيمبر مولاءي جم 7 هڠݢ 6 مالم دان سلفس ايت مجلس چرامه ݢورو٢ ملايو فيرق تڠه انم هديه کفد تيف٢ ساتو دري امفة جنيس فرتنجوقين يأيت سني لوݢيس، يچاهيتن،,film,live_event,
1142,UM-1959-11-22-1,491287,1833.0,2328.0,2515.0,2328.0,2515.0,2401.0,1833.0,2401.0,ددفن فڠݢوڠ وايڠ ݢمبر,film,other,
1143,UM-1959-11-25-3,492468,3379.0,3002.0,4099.0,3002.0,4099.0,3976.0,3379.0,3976.0,سجق ببراڤ تاهون بڠ لالو. کران مريکدان کلوارݢ مريک هان برݢنتوڠ کفد حاصيل کلاف سمات٢. ݢمبر فجابة اݢام کوالا کڠسر 24 نو بمبر - فجابة اݢام فيرق تله مڠادکن فنرائمنڽ بارو٢ اين دفادڠ بولا سيفق چڠکة جر بڠ سبلوم فنرائمن ابتدجالئکن تايڠن وايڠ ݢمبر دري فحابة ترسبوة تله دادکن,film,live_event,Kuala Kangsar
1144,UM-1959-11-25-4,492497,1643.0,7113.0,2347.0,7113.0,2347.0,8490.0,1643.0,8490.0,"فادي دفرسکتوان اين اݢر کامي ترهيندر دري مڠسا اورڠمتڠه يڠ ترکنل دئمن نام سامرا نڽ لبينته دارة،،ايت.- ڤوم تاني٢ الور ستاره قدح.   سودلبله کبيران سوده براف بولن لماڽ کامي فندودق٢ يسوڠه چر تبهم مندافت ترڠݢا نو تيدڤ کو نجوڠن وايڠ ݢمبر يڠ دلاکوݢن اوله فجابة فنرائن"" ماس يڠ لمفاو بولهدکتاکڽ بلوم فرنه لومفڠ ستيف بولنڽ رومبوڠن ايت مڠونجوئي تمفة ين"" دان دڤن کبرهنتينڽ دڠن",film,other,
1145,UM-1959-11-25-4,492502,887.0,6069.0,1614.0,6069.0,1614.0,8347.0,887.0,8347.0,"فرمس کلاف، کوکوف، جوهر مڠو چفکن ريبوان تر يمکاسيه کفد فݢاوي٢ فنرائن دأيره فو نتيان، کران سودي منايڠکن وايڠ ݢمير دفادڠ سکوله کامي بارو٢ ابن. کامي مريد٢ سکوله اݢام ميومبڠکن سرڠکف فنتون التوق فݢاوي٢ يڠ بايک بودي لبت:- تڠ٢ اب دلاوق کوکيق سهفڽ هوڽيق کتنجو ڠ. هاني مڤنڠ مولوة مڽيوف بودبمو يايک واس نأ چنچوڠ. تر يمکاسبه سکين ساج"" دان ""سلام بهکيا، دري کامي -محمد يڽ بايليةم کوکوف چوهي  ه کونجوئ ي کامي تيبا٢ ايت مک کامي مراساکن بهوا کامي تله سڠاج دتيڠݢلکن. دري ايت، موهن کامي سوديله اف کيراڽ داتڠ سمولا ملاواتي کامي يڠ مسکين اکر کامي تورة سام ميقسيکن دان ممفلاجري سݢل فرکمبائمن يڠ",film,other,
1146,UM-1959-11-25-7,492640,2617.0,4566.0,3315.0,4566.0,3315.0,8532.0,2617.0,8532.0,"ڤنرائن اݢام کريان 24 توبمبر - فجا بة فنرائمناݢام اسلام فيرق تله مڠادکن فنرائمنڽ بارو٢ اين دفکن الور فوئمسو دسيني. تايڠن وايڠ ݢمبر مڠنأي فرکارا٢ اݢام تله دتنجوقکن سبلوم فنراڤن ايت دجالنکن ريتا، 8.15 جالن بهاس ملايو، 8.30 لاݢو٢ ا ليک ايراما، 8.45 انتوقميڠݢو اين. 9.15 لاݢو٢ رمفاين، 9.30 لافڠن سوکن"" 45 .9لاݢو٢ چينا. 10.00 ورت بريتا“ 10.10 چرامه بربتا، 10.15 هيبوران فنچراݢم، کتوا: يوسفشافعي، 10.45 لاݢو٢ هاواي“ 1.00 سلامة مالم. جاکرنا (رابسو: 25 تو بمبس) ڤاݢي: 5.58 فمبوکأن، 6.00 ورت بريتا، 6.10 اورکيسق هاواين سوارا مونماري، 6.30 تربو ماربهوة، 7.00 ورت بر يتا، 7.1 توتڤ. تڤهاري: 12.58 فمبوکأن. 00.تورت بريتا"" 1.10 تاليمفوڠ مينڠ، 5.30 امفة سکاون يحيي، 2.00 ورت بريتا، 2.15 نو نف. ڤتڠ:5.00 فمبوکأن، فڠݢوڠ 5.30 اورکيسة تمکلوڠ کرو نچوڠ ايراما بارو، 6.00 باربا لوسنتارا، 6.10 تينجاون چارا سيارن، 6.15 تينجاون بهاس. مالم: 6.30 تيتو بواڠ، 7.90 ورت بريتا، 7.10 فلاجران باڽي لاݢو٢ ناشيو نل“ 7.30 باريتي مهاسيسوا، 8.66 ساري ورت بريتا، 8.05 سيارن فمرنته، 8.40 اورکيسة فوسفا کنچان، 9.00 لمبارن وا نيتا. 10.00 ورت بريتا، 10.15 اورکيسة ملايو بريندڠ، 10.57 فميساهن دري ݢلو مبڠ : 49 - 122 ميتر"" 11.00 تريو ابراما. 51.15 اختصار بريتا دان کومينتر، 11.30 سينندوڠ تفيان ناولي، 11.57 اندو نيسي",film,media_content,
1147,UM-1959-11-26-3,492850,4132.0,3371.0,4845.0,3371.0,4845.0,5657.0,4132.0,5657.0,تارين٢ ملابا ممفر سمبهکن بالي، اندونيسيا دان سيام درسام٢ دڤمين 16 اورڠ فناريڽ٢. ساله ساتو تارين بڠ مناريق دسيني اياله تارين استان سيام دان تاري کيفس. ساتو تارين مودرن يڠ داير يڠي دڤن لاݢو يڠ ترکنل يأيت ”بڠاون سولو،’ دري هوڠکوڠ بينتڠ٢ فيلم دان تمفاتن اکن ممفرسمبهکين تارين٢ دان باڽين٢ چينا يڠ دتورتي فول اوله تارين٢ ملايو اوله رومبوئن کسما بو تي. سموا سکالي همفير 100 اورڠ فناري دان فڽاڽي اکن مڠمبيل بهاݢين دالم فرتنجوقئن يڠ ساڤة مناريق ال. فندافتن سموا كر فرتنجوقئن ترسبوة فد کدوا٢ مالم ايت اياله انتوق درما فڠݢوڠ نݢارا يڠ اکن دديريکن دکالڠ فارك تيکية٢ برهرݢ 63، 2 دان 1 بوله دبلي دسموا فڠݢوڠ٢ وايڠ ݢمبر دسيڠافورا. دبيقتوربا تياتر. فجابة کولد ستوربج داوچارد رود دݢودڠ روبينسن,film,live_event,Singapore
1148,UM-1959-11-26-8,493077,3130.0,1474.0,3820.0,1474.0,3820.0,4344.0,3130.0,4344.0,راج فطيمه جوهن شعير دندان ستيا سيڠ فورا 26 نو بمبر - کفو تسن فرادوان شعير””دندان ستيا الجوران شو ملي فيلم فرودقشن، سيڠافورا يڠ دعاديلي اوله وکيل٢ مجله. سورتخبر، راديو، فنولڠفڠاره عمر روجيق، سنيمن جيمسر شمسالدين دان سعديه اياله: ڠ فرتام راج فطيمه بنتسعد سيڠافورا، کدوا ادريس بن محمد يارين کوالا لمفور. کتيݢ ابوبکر بن ابراهيم سبرڠفراي، ماسيڠ٢ تله منريم واڠ تولي سب ڽق E5O .100 دان 40. 11 اورڠ لاݢي نله مندافة هديه ساݢو هاتي يڠ بروف تيکية٢ وايڠ انتوق دو اورڠ. مربك ايت اياله: محمد طاهر بن محمد جوهر بهارو. فتو نه بنت مسعود باتو فهة، يچ. ايس. زين ائعا بدين ايلچ. فينڠ، عأيشه بنت حاج فوو عبد الله فرو بين ويليسلي بدروم بن دحلان سيڠافورا، يس. حميد بن ساميجن کوالا لائة، سلائور، سأيمه بنتايوب کوالا سلائور، فاعة بن توري يوڠفيڠ. جوهر، رملي بن يو سف کلنتن، ايچ. ياتيمه بنت بدالرحيم، سيڠافورا دان علي بن هاينين سيڠافورا.,film,other,
1149,UM-1959-11-27-6,493301,2409.0,7310.0,3106.0,7310.0,3106.0,8545.0,2409.0,8545.0,چرامه دهاري تماس ايبو باف موار 26 نوبمبر - أ. لقمان بن موسي، دري کمنترين فلاجران فرسکتوان اکنممبريکن چرامهڽ دالم تماش ايبو باف دسکولهعموم للاکيدان فرمفوان فارية جاوا، يڠ اکن دادکن فد هاري تلاث 8 دسيمبر داتڠاين. فاميران بوکو٢ دري ديوان بهاس دان فوستاك، فاميران کرج٢ مربد٢ دان لاين٢ اکن دادکن جوݢ، دسمفيڠ فرلاو ا نن سوکن. فد مالمڽ اکن دادکن فول فرتنجوقئن وايڠ ݢمير فرهوبڠن راي.,film,live_event,Muar
1150,UM-1959-11-27-6,493303,2405.0,5369.0,3105.0,5369.0,3105.0,7223.0,2405.0,7223.0,"ڤرکمفوݢن فرمفوان کوت بهارو ”چوأل مکانن““ کوت بهارو 26 نوبمبر - فرکمفولن فرمفوان چوائمن کوت بهارو تله مڠادکن فرتنچوقئن دان جوالن بارڠ٢ مکادن برتمفة دهلامن سکوله کبڠسأن فرمفوان مرياوء کوت بهارو بارو٢ اين. جڽاتن فنراڠمن تله مڠادکن فرتنجوقين وايڠ ݢمبر دالم فرتنجو فيئن ترسبوة"" فرکمفولن چوائن تومفة يڠ دکتوأي اوله چيء جه، استري کتوا ججاهن تومفة، تله جوݢ مڠادکن مجلس چاموان تيه برتمفة دهلامن ديوان مشوارة ججاهن تومفة بارو٢ اين. جاموان تيه ايت دادکن اياله انتوق مموئمة درما دري اورڠرامي انتوق کفرلوان کمفول فرمفوان.",film,live_event,Kuala Lumpur
1151,UM-1959-11-28-7,493663,4182.0,8367.0,4870.0,8367.0,4870.0,8440.0,4182.0,8440.0,10.15 وايڠ کولية (لنجوتن)،,puppetry,other,
1152,UM-1959-11-28-7,493665,4168.0,8226.0,4859.0,8226.0,4859.0,8290.0,4168.0,8290.0,9.00 رلفو تيس، 9.15 وايڠ,film,live_event,
1153,UM-1959-12-01-5,494874,4148.0,6780.0,4854.0,6780.0,4854.0,8493.0,4148.0,8493.0,ݢولڠن يڠ ݢيلا کفد فوليتيك دان منومفوکن سفنوهفرها تينڽ کفد ڠرساتوان يڠ دفيمفينڽ عڠݢ منيڠکلکن فلاجرا لڽ٢ کدوا : فلاجر٢ يڠ تروسمنروس بلاجر دئن تيدق مڠيراکن حال٢ لايڽ. فلاجر٢ ين کتاڽ، اکن منجادي اورڠ ڠ ممنتيڠکن ديري سنديري ساج دان تيدق برتڠݢوئجواب. کتيݢ: فلاجر٢ يڠ باڽق مڠها بيسکن مساڽ دئن منونتون وايڠ، برماين، منجادي کوتو جالن. ݢولڠن اين اکن منجادي اورڠ يڠ تيدق برتڠݢوئجواب، ماله اکن منجادي سمفه مشارکة. کات سودارا محمد صالح. ستله منرئکن تيݢ ماچم فلاجر يڠ منورتڽ اکن منجادي ورڠ يڠ کچيوا دان اخرڽ اکن مشارکة، قر فنچيل دريي ستيأو سها کسا توان ايتمنرئکن چارا يݢيمان يڠ بايک انتوق,other_or_undetermined,op_ed,
1154,UM-1959-12-01-7,495002,349.0,1485.0,1050.0,1485.0,1050.0,2366.0,349.0,2366.0,عکانه. کورسوس ݢورو٢ ديواس ايت تله دحاضري اولهݢ3اورڠ ݢورو انتاراڽ تردافة جوݢ 17 اورڠ ݢورو٢ وانيتا يڠ داتڠ دري ببراف بواه کمفوڠ دالم دأيره کوالا لائمة. کورسوس ايت تله داخري دڠن ساتو مجلس جاموان تيه دان فرتنجوقئن وايڠ کمبر اوله فجابة فرساتوان فلاچران ديواس نݢري سلائور.,film,live_event,Kuala Lama
1155,UM-1959-12-02-3,495185,2604.0,749.0,3297.0,749.0,3297.0,2807.0,2604.0,2807.0,چباتن کراجأن تورة سرت هاري اببو باف موار 1 دسيمبر - فجابن کصيحاتن، تنامن، حيوان دان منانم سمولا موار اکن مڠادکن فرتنجوقئنڽ دالم تماش هاري ايبو باف سکوله عموم فد هاري سبت 5 دسيمبر اين. توجوانڽ اياله هندق مبري فلواڠ کفد اورڠ٢ کمفوڠ مڠمبيل فلاجران دان فندوان دالم فرکارا٢ يڠ برکأيتن دڠن کهيدوفن مريک سهاري٢. تماش هاري ايبو بااف ايت اکن دبوک دڤن رسميڽ اوله يڠ برحرمة توان فݢاوي دأيره موار. سلاين درفد فرتنجوقتن نائن دان سوکن، مالم انيکا راݢم اکن دادکن جوݢ برسام تايڠن وايڠ ݢمبر دري فجا بنه فنرائمن موار.,film,live_event,Muar
1156,UM-1959-12-02-4,495215,3098.0,2342.0,3848.0,2342.0,3848.0,3605.0,3098.0,3605.0,بر کنتي مک تياد داتڠ سليسيه لاين باݢي کامي مند فتکن وبة٢ درفد توء٢ بوموه دسيني کران کالو سکيران مڠهندقکي او بة٢ چارا مودرن مکترفقساله کامي فرݢي کباݢن داتوء يڠ فولهن باتو جاوهڽ دان تنتون مڠݢو ناکن واڠ يڠ تيدق کورڠ سديکية فول. هارفن کامي سموݢ دئمن توليسن اين دافة کيراڽ فيهق يڠ برکواس دافة ممولاکن سمولا فرخدماتن مڠنتر او به٢ دان منا يڠکن وايڠ ݢمس ݢون کبا بککن فندودق٢ دسيني.- ممبڠ کونيڠ. تانه لافڠ، باݢ,film,op_ed,
1157,UM-1959-12-02-4,495217,3854.0,2334.0,4553.0,2334.0,4553.0,3564.0,3854.0,3564.0,کامي فندودق٢ کمفوڠ تانه لافڠ، مقيم باݢن داتوء، فيرق مراس سديه کران دکمفوڠ کامي تياد لاݢي دلاواتي اوله کريتا٢ اوبة دان فرتنچوقئن وايڠ ݢمبر دري فجابه فنسائن بڠ فرنه دادکن دسيني ببراف تاهون دولو مڠاف بݢيتو، سهڠݢ فيهق بڠ برکواس سمفي هاتي ملاکوکنڽ ترهادف کامي، اداکه کامي اين سوده دائمݢف سباݢي انق تيري اتو سوده کاي راي دان تيدق ممرلوکن او باتن٢ داد تايڠن ݢمبر فرچوما?,film,op_ed,
1158,UM-1959-12-04-7,496118,1059.0,347.0,1749.0,347.0,1749.0,1414.0,1059.0,1414.0,قماش تأهوتڽ ياتو ساوه تمرلوه 3 دسيمبر - سکوله کبڠسأن باتو ساوه اکن مڠادکن تاهو ننڽ برتمفة تماش دسکولهڽ فد 6 دسيمبر اين سلاين دري سوکن مريد٢ دان فمودا٢. انيکا راݢم. وايڠݢمبر دان جوݢية مودرن جوݢ اکن دادکن دالم تماش ألن م ببراف بواه فنچراݢم تله داو ندڠ انتوق مڽريکن هاري تماش تاهولن ايت.,film,live_event,Sawah Temerloh
1159,UM-1959-12-05-6,496405,3085.0,5017.0,3787.0,5017.0,3787.0,7031.0,3085.0,7031.0,باݢي ماچوکڽ کتبحانه ايت أ. چمالالدين بڽ دين فڠلولا سکوله٢ عموم فيبرق اوتارا مڽتاکن بهوا کتبخا نسه ييت تله برجاي مڠمفولکن 300 يچأن دري بواه بوکسو٢ کرياݢي٢ چنيس. توجوان منوهکن کتبخا نمه جمال الدين، اين منورة أ ممبريکن فلواڠ سباڽڤڽ کفسد اورڠ٢ يڠ ايڠين ممباچ دان کريتا٢ اکن دسدياکن باݢي اين عمباوا کتبخا نه ايت باݢي کمرات٢ تسفة دان جوݢ منايڠکن وايڠ٢ ݢمبر برکأيتن دڠن فمبچأن فݢاوي٢ کتبخانه ايت اياله . جمال الدين بن دين سباݢي بڠ دفرتوا، نأيبڽ أ. قاسيم بن طيب، ستيأوسها أ. عبدالله بن عبدالرحمن، بندهاري چيء سوري بنت يحيي فڽلياسکوله٢ فنجاݢ کنتوا ف مفوان، کتبخا نه أ. حنيفه عبدالر حمن دان سمبيلن اورڠ اهل٢ چواتنݢواس.,film,live_event,
1160,UM-1959-12-05-8,496491,3153.0,451.0,3850.0,451.0,3850.0,3209.0,3153.0,3209.0,بدان٢ کبودايأن سموا بڠسا مڠادکن رامه تامه سيڠافورا 4 دسيمبر - فرساتوان٢ کبودايأن ملايو، چينا دان انديا يڠ مڠمبيل بهاݢين دالم”مالم کبودا يأن ميڠݢو کستيأن نݢارا، اکن مڠنجورکن ساتو فرجمفأن رامه تامه فتڠ ابسوق برتمفة دديوان کبارية هيفي ورلد انتوق مراعيکن فسرت٢ يڠ داتڠ دري لوار نݢري ساتو فانيتيا فيلڠݢارا ترديري درفد بدان٢ کبودايأن اتتارا بڠسا ابت دبنتوق نتوق مڠوروسکن رامه تامه ايسوق. برماچم٢ فرتنجوقئن کسنيان دري بڠسا٢ ملايو چينا دان تاميل اکن دهيدئکن دانتارا فسرت٢ لوار نݢري بڠ اکن دراعيکن ايت ترماسوقله بينتڠ٢ فيلم دري هوئکوڠ يڠ داتڠ انتوق مننجوقکن تارين٢ مربک دالم ميڠݢو کستيأن نݢارا ددان٢ کيو دا بأن ستمفة کن مڠادکن ”مالم کبودايأن“ فد 8 دسيمبر اين دبيقتوريا تياتر مولاءي فوکل 7.30 مالم برتابة دڤن ميڠݢو کستيأن لݢارا اين. تيکية٢ برهرݢ .2 دان 3 بوله دبنلي دفڠݢوڠ ايت سکارڠ اتو فون دفڠݢو ڠ وايڠ تمفاتن,other_or_undetermined,live_event,Singapura
1161,UM-1959-12-06-4,496659,221.0,3432.0,936.0,3432.0,936.0,8471.0,221.0,8471.0,"مريک تيدق ممباوا وايڠ ݢمبر. دئر چريتا، تيدق رامي اورڠ يڠ داتيڠ مڠونجوئي التوق مندڤر بوال٢ رنده فوليتيک بڠ سلورهڽ مليفوتي مقصود ساي بايک توان، دي جاهة. اکو تيدق فرݢي. سبلوم تيدون اکو برچاي ممباچ تمت سيواه ""اکو سلماڽ فرمفوان. بوکو. فرمفوانيڠ مستي يڠمبوکا ين هاتي اورڠ. تأو افة بوکوڽ با، درفد مندڠر کيمفين""بيڠ ميمڠ منجموکن. لبه ب للي تيدور درومه. منوئݢو ميمعي:“. دي مموسيڠکن کفلا هڠݢ فيفين فول ترلکف فدد موك ميشينڽايت. کبراڽ: بارئد سيه سکارڠ موهر تله: برݢمبير! دتڠه٢ کلوارݢاڽ - ڽتمو دان برݢوراو سندا دڠن فطيمه. ”فرياڠ بنر کاو سکارڠ"" اديق. مڠاف?: کات هاتيڽ سمسيل برلاݢق سفنت مودممن برچڠکراما دئن بواه هاتي فڠارڠ جنتوڤڽ ايت. کالم فطيمه منجواب، ”کران ابڠڽ داتڠ. سايڠ!“ الڠکه کمبڠن هاتي موهر, تيدق سقرت ديي يڠ سفنجڠ هاري دلندا کسفيان دان کلسوان سرت ککوسڠن. کالو اد حه بوله جوݢ دلاون بربوال تننڠ دوکو٢ يڠ باري سمفي دتوکوهڽ. فيکرانڽ کاکو تروسس. ماڽ فراسأن ساج ""ملايڠ٢ نايݢ کأوان سفرت لايڠ٢ تيدق بر تاليم منوليس سورة يڠ سنڠ بݢيني فون"" تأ برداي کر اين“.کنان لمبة٢ سمبيل فرلاهن٢ تائنڽ برݢرق مناريق کرتس يڠ ترسيسيف دئنراس ئڠ امة مڽسل، مڽسل .کران کچيوا متوليس سفوچق سورڠ کفد موهر. دئن سورة ايت دي متق مڽتاکن دمنسفنوه٢ هاتي اکن کسڠسيان٢ ترهادف ديريڽ سنديري. دي براس. سڠسي بنر افکه تيدق، مونکين سݢل ݢرق لاکوڽ تله سيڠݢوڠ هاتي دان جيوا موهر. کالو تيدق، مساکن موهر منجاوهکن ديري درڤد دي. برچاکف٢ تيدق يݢيتو راچين لاݢي. کسان کماري فون برسنذيرين ساج. کالو بنر، فڽسالن کفد ديري سنديري تيدق اک مالهن ماکين سوبور ماتي٢. مراجأي دان ممبلڠݢو جيو? دان فراسأ نڽ. ککالهن"" ساتو ”اتو کݢاݢلن. ککچيوأن ساتو هيدوف باکيکو  کلو ه فنجڠ. سورة يڠ روسق تادي درڽوقکنڽ٢ دان دچمفقکنڽ کدالم باکول سمفله. دي مڠهيتوڠ. کالو سهاري چوما ساتو، جم دکچيواکن اوله",film,other,
1162,UM-1959-12-07-8,497331,4686.0,4350.0,5380.0,4350.0,5380.0,4958.0,4686.0,4958.0,جوهر بهارو 6 دسيمبر - مشوارة مجلس بندارن چومر هارو، کلمارين تله ملولسکن فراونتوقئن وايڠ سباڽق 5242 نتوق مڠادکن امفة بواه لمڤو تمباهن دانتارا سيمفڠ جالن بوسڠ طه هڠݢ کسکوله کبڠسأن کمفوڠ بارو رنده.,other_or_undetermined,other,
1163,UM-1959-12-09-4,497864,4008.0,3156.0,4713.0,3156.0,4713.0,8541.0,4008.0,8541.0,"نانه. سوئي بالڠ، موار. چوهر ""وارڽ نا نيڠ““ مڽوکڠ رابوان داتوء٢ لمباݢ تربچاله ساي دالم سورتخبر ين بارو٢ اين داتوء٢ لمباݢ وارث نا نيڠ تله ممبواة رايوان کفد کراجأن ملاک سفاي مربک دبريݢاجي بولن مڠيکوةسلا يقڽ اداله مندافة سوکڠن دري کامي سلوره انق نواه نا نيڠ. کامي فرچاي فيهق داتوء نانيڠ تيدق کبراتن اکن مرونديڠکن حال اين دڤن کراجأن ملاك انتوق دلولسکن جکالو فرسکنوان تانه ملايو مڠݢو ناکن فمرنتاهنڽ مڠيکوة رلمبݢأن، مک نانيڠ سجق رزمان تله مڠݢوناکن چارا فمر نتاهنڽدئمن فرلمبݢأن عادتڽ بڠ بربوبي: کونچي انق بواه کفد ايبو باف، کو لچي ابببو اف کفد توا، کو نچي کفک نو فڠهولو، کونچي فڠهولو کفد وندڠ دان .کو نچي او ندهڠ کفد کعاد بلن فرلمبݢأن عادة اين تله دعملکن سجق نانيڠ برکواس دولو يأيت سبلوم فرسکتوان تا نه ملابو دجاجه لاݢي، مک داتوء٢ لمباݢاڽ جوݢ برکواس دڠمن مندافة حاصيل٢ چوکي ددأيرهڽ، تتاافي حال اين تله دهافوسکن اوله فنجاچه ائمݢريس هاري اين لݢري٢ ملايو تله مرديکا ترماسوقله نانيڠ، دري ايت سوده سهاروسڽاله رابوان داتوء٢ لمباݢ سرت وار نڽ نا نيڠ ايت دافة دلولسکن اوله کراجأن نݢري ملاک.-- وارن نا نسڠ، ملاک. اورڠ کمڤوڠ باتو عربندوکن وابڠ ݢمبر سمنجق ببراف بولن کبلاکڠن ين فيهق فجابة فنرائن بهاݢين سݢامة، جوهر تياد لاݢي مڠو نجوئي کمفوڠ فکن باتو 6. سݢامة منايڠکن وايڠ ݢمبر دان ممبري فنرائن برکنأن کماجوان نݢري الن. فد ماسيڠ سوده٢ سکورڤڽ٢ سکالي سبولن اد جوݢ وايڠ٢ ݢمبر سروف ايت دتايڠکن دسيني دان دافتله کامي مڠتهوي فرکمبائمن تانهأير فد ماس اين. کامي تيدق فول مندسق اݢر ݢمبر٢ سروف ايت دتايڠکن تيف٢ ميڠݢو تتافي ممادأيله دڤن ساتو اتو دوا بولن سکالي دان جائمنله مننتيکن کامي مرا لو فول باروله هندق دتايڠکن کامي برهارف اݢر فيهق يڠ برکنأن مڠمبيل تأو اکن حال اين.- الياس يسنول، سݢامة. سوهر.",film,other,
